Target Pattern Name,Target Pattern Description,Prefix,Per minute charge,Connection charge,Charge period
Cayman Islands,Digicel Mobile,134564,"0.236","0.236",1
Cayman Islands,Landline,1345,"0.192","0.192",1
Cayman Islands,Mobile,13452,"0.236","0.236",1
Cayman Islands,Mobile,13456,"0.236","0.236",1
Cayman Islands,Mobile,13459,"0.236","0.236",1
Cayman Islands,Digicel Mobile,13453,"0.236","0.236",1
Cayman Islands,Digicel Mobile,134562,"0.236","0.236",1
Central African Republic,Special Services,23622,"0.764","0.764",1
Central African Republic,Special Services,23674,1200,1200,1
Central African Republic,Landline,236,"0.372","0.372",1
Central African Republic,Mobile,23677,"0.469","0.469",1
Central African Republic,Moov Mobile,23670,"0.314","0.314",1
Central African Republic,Orange Mobile,23672,"0.308","0.308",1
Central African Republic,Telecel Mobile,23675,"0.659","0.659",1
Central African Republic,Special Services,23621,"0.764","0.764",1
Central African Republic,Special Services,23636,"0.764","0.764",1
Chad,Mobile,2357,"0.69","0.69",1
Chad,Millicom Mobile,2359,"0.634","0.634",1
Chad,Landline,235,"0.602","0.602",1
Chad,Mobile,2352,"0.662","0.662",1
Chad,Mobile,2358,"0.69","0.69",1
Chad,Airtel,2356,"0.655","0.655",1
Chile,Rural,562930,"0.493","0.493",1
Chile,Landline,56,"0.03","0.03",1
Chile,Mobile,569,"0.061","0.061",1
Chile,Santiago,562,"0.018","0.018",1
Chile,Southern Chile,5667,"0.458","0.458",1
Chile,Special Services,5611,"0.764","0.764",1
Chile,Special Services,5615,"0.764","0.764",1
Chile,Special Services,56322100,"0.844","0.844",1
Chile,Special Services,5632255,"0.844","0.844",1
Chile,Special Services,56421972124,1200,1200,1
Chile,Special Services,5645197,1200,1200,1
Chile,Rural,5620,"0.493","0.493",1
Chile,Rural,562119,"0.493","0.493",1
Chile,Rural,56219,"0.493","0.493",1
Chile,Rural,562219,"0.493","0.493",1
Chile,Rural,562319,"0.493","0.493",1
Chile,Rural,562419,"0.493","0.493",1
Chile,Rural,562519,"0.493","0.493",1
Chile,Rural,562572,"0.493","0.493",1
Chile,Rural,562593,"0.493","0.493",1
Chile,Rural,562619,"0.493","0.493",1
Chile,Rural,562719,"0.493","0.493",1
Chile,Rural,562788,"0.493","0.493",1
Chile,Rural,562819,"0.493","0.493",1
Chile,Rural,562868,"0.493","0.493",1
Chile,Rural,562890,"0.493","0.493",1
Chile,Rural,562917,"0.493","0.493",1
Chile,Rural,562919,"0.493","0.493",1
Chile,Rural,562929,"0.493","0.493",1
Chile,Rural,562993,"0.493","0.493",1
Chile,Rural,562997,"0.493","0.493",1
Chile,Rural,563019,"0.493","0.493",1
Chile,Rural,563119,"0.493","0.493",1
Chile,Rural,563219,"0.493","0.493",1
Chile,Rural,563319,"0.493","0.493",1
Chile,Rural,563419,"0.493","0.493",1
Chile,Rural,563519,"0.493","0.493",1
Chile,Rural,563619,"0.493","0.493",1
Chile,Rural,563719,"0.493","0.493",1
Chile,Rural,563819,"0.493","0.493",1
Chile,Rural,563919,"0.493","0.493",1
Chile,Rural,564019,"0.493","0.493",1
Chile,Rural,564119,"0.493","0.493",1
Chile,Rural,564219,"0.493","0.493",1
Chile,Rural,564237,"0.493","0.493",1
Chile,Rural,564297,"0.493","0.493",1
Chile,Rural,564319,"0.493","0.493",1
Chile,Rural,564337,"0.493","0.493",1
Chile,Rural,564397,"0.493","0.493",1
Chile,Rural,5644,"0.493","0.493",1
Chile,Rural,564519,"0.493","0.493",1
Chile,Rural,564535,"0.493","0.493",1
Chile,Rural,564592,"0.493","0.493",1
Chile,Rural,564619,"0.493","0.493",1
Chile,Rural,564719,"0.493","0.493",1
Chile,Rural,564819,"0.493","0.493",1
Chile,Rural,564919,"0.493","0.493",1
Chile,Rural,565019,"0.493","0.493",1
Chile,Rural,565119,"0.493","0.493",1
Chile,Rural,565219,"0.493","0.493",1
Chile,Rural,565319,"0.493","0.493",1
Chile,Rural,565419,"0.493","0.493",1
Chile,Rural,565519,"0.493","0.493",1
Chile,Rural,565619,"0.493","0.493",1
Chile,Rural,565719,"0.493","0.493",1
Chile,Rural,565819,"0.493","0.493",1
Chile,Rural,565919,"0.493","0.493",1
Chile,Rural,566019,"0.493","0.493",1
Chile,Rural,566119,"0.493","0.493",1
Chile,Rural,566219,"0.493","0.493",1
Chile,Rural,566319,"0.493","0.493",1
Chile,Rural,566337,"0.493","0.493",1
Chile,Rural,566397,"0.493","0.493",1
Chile,Rural,566419,"0.493","0.493",1
Chile,Rural,566497,"0.493","0.493",1
Chile,Rural,566519,"0.493","0.493",1
Chile,Rural,566533,"0.493","0.493",1
Chile,Rural,566597,"0.493","0.493",1
Chile,Rural,566619,"0.493","0.493",1
Chile,Rural,566719,"0.493","0.493",1
Chile,Rural,566819,"0.493","0.493",1
Chile,Rural,566919,"0.493","0.493",1
Chile,Rural,567019,"0.493","0.493",1
Chile,Rural,567119,"0.493","0.493",1
Chile,Rural,567137,"0.493","0.493",1
Chile,Rural,567197,"0.493","0.493",1
Chile,Rural,567219,"0.493","0.493",1
Chile,Rural,567319,"0.493","0.493",1
Chile,Rural,567337,"0.493","0.493",1
Chile,Rural,567379,"0.493","0.493",1
Chile,Rural,567397,"0.493","0.493",1
Chile,Rural,567419,"0.493","0.493",1
Chile,Rural,567519,"0.493","0.493",1
Chile,Rural,567597,"0.493","0.493",1
Chile,Rural,567619,"0.493","0.493",1
Chile,Rural,567719,"0.493","0.493",1
Chile,Rural,567819,"0.493","0.493",1
Chile,Rural,567919,"0.493","0.493",1
China,Unicorn Mobile,86185,"0.016","0.016",1
China,Unicorn Mobile,86186,"0.016","0.016",1
China,Landline,86,"0.016","0.016",1
China,Beijing,8610,"0.016","0.016",1
China,Guangzhou,8620,"0.016","0.016",1
China,Shanghai,8621,"0.016","0.016",1
China,Mobile,8613,"0.016","0.016",1
China,Mobile,8614,"0.016","0.016",1
China,Mobile,8615,"0.016","0.016",1
China,Mobile,8617,"0.016","0.016",1
China,Mobile,8618,"0.016","0.016",1
China,Unicorn Mobile,86130,"0.016","0.016",1
China,Unicorn Mobile,86131,"0.016","0.016",1
China,Unicorn Mobile,86132,"0.016","0.016",1
China,Unicorn Mobile,86145,"0.016","0.016",1
China,Unicorn Mobile,86155,"0.016","0.016",1
China,Unicorn Mobile,86156,"0.016","0.016",1
China,Unicorn Mobile,86176,"0.016","0.016",1
Colombia,Comcel Mobile,57320,"0.018","0.018",1
Colombia,Tigo Mobile,57301,"0.024","0.024",1
Colombia,Tigo Mobile,57304,"0.032","0.032",1
Colombia,Tigo Mobile,57305,"0.032","0.032",1
Colombia,Pereira,5762,"0.058","0.058",1
Colombia,Pereira,5763,"0.058","0.058",1
Colombia,Pereira,5769,"0.058","0.058",1
Colombia,LEX,571,"0.054","0.054",1
Colombia,LEX,572,"0.054","0.054",1
Colombia,LEX,574,"0.054","0.054",1
Colombia,LEX,575,"0.054","0.054",1
Colombia,LEX,576,"0.054","0.054",1
Colombia,LEX,577,"0.054","0.054",1
Colombia,LEX,578,"0.054","0.054",1
Colombia,Landline,57,"0.05","0.05",1
Colombia,Bogota,5712,"0.038","0.038",1
Colombia,Bogota,5713,"0.038","0.038",1
Colombia,Bogota,5714,"0.038","0.038",1
Colombia,Bogota,5715,"0.038","0.038",1
Colombia,Bogota,5716,"0.038","0.038",1
Colombia,Bogota,5717,"0.038","0.038",1
Colombia,Bogota,57180,"0.038","0.038",1
Colombia,Bogota,57181,"0.038","0.038",1
Colombia,Bogota,57182,"0.038","0.038",1
Colombia,Bogota,57183,"0.038","0.038",1
Colombia,Bogota,57184,"0.038","0.038",1
Colombia,Bogota,57186,"0.038","0.038",1
Colombia,Bogota,57187,"0.038","0.038",1
Colombia,Bogota,57188,"0.038","0.038",1
Colombia,Bogota,57189,"0.038","0.038",1
Colombia,Bogota,57190,"0.038","0.038",1
Colombia,Bogota,57191,"0.038","0.038",1
Colombia,Bogota,57192,"0.038","0.038",1
Colombia,Bogota,57193,"0.038","0.038",1
Colombia,Bogota,57195,"0.038","0.038",1
Colombia,Bogota,57852,"0.043","0.043",1
Colombia,Cali,57220,"0.043","0.043",1
Colombia,Cali,57228,"0.043","0.043",1
Colombia,Cali,57230,"0.043","0.043",1
Colombia,Cali,57231,"0.043","0.043",1
Colombia,Cali,57232,"0.043","0.043",1
Colombia,Cali,57233,"0.043","0.043",1
Colombia,Cali,57236,"0.043","0.043",1
Colombia,Cali,57237,"0.043","0.043",1
Colombia,Cali,57238,"0.043","0.043",1
Colombia,Cali,57239,"0.043","0.043",1
Colombia,Cali,5724,"0.043","0.043",1
Colombia,Cali,57250,"0.043","0.043",1
Colombia,Cali,57251,"0.043","0.043",1
Colombia,Cali,57252,"0.043","0.043",1
Colombia,Cali,57253,"0.043","0.043",1
Colombia,Cali,57254,"0.043","0.043",1
Colombia,Cali,57255,"0.043","0.043",1
Colombia,Cali,57259,"0.043","0.043",1
Colombia,Cali,57260,"0.043","0.043",1
Colombia,Cali,57261,"0.043","0.043",1
Colombia,Cali,57262,"0.043","0.043",1
Colombia,Cali,57263,"0.043","0.043",1
Colombia,Cali,57264,"0.043","0.043",1
Colombia,Cali,57265,"0.043","0.043",1
Colombia,Cali,57266,"0.043","0.043",1
Colombia,Cali,57267,"0.043","0.043",1
Colombia,Cali,57268,"0.043","0.043",1
Colombia,Cali,57269,"0.043","0.043",1
Colombia,Cali,57288,"0.043","0.043",1
Colombia,Cali,57289,"0.043","0.043",1
Colombia,Cali,57290,"0.043","0.043",1
Colombia,Cali,57291,"0.043","0.043",1
Colombia,Cali,57292,"0.043","0.043",1
Colombia,Cali,57295,"0.043","0.043",1
Colombia,Medellin,5742,"0.036","0.036",1
Colombia,Medellin,5743,"0.036","0.036",1
Colombia,Medellin,5744,"0.036","0.036",1
Colombia,Medellin,5745,"0.036","0.036",1
Colombia,Medellin,57460,"0.036","0.036",1
Colombia,Medellin,57461,"0.036","0.036",1
Colombia,Medellin,57490,"0.036","0.036",1
Colombia,Medellin,57491,"0.036","0.036",1
Colombia,Medellin,57495,"0.036","0.036",1
Colombia,Mobile,573,"0.07","0.07",1
Colombia,Comcel Mobile,57310,"0.018","0.018",1
Colombia,Comcel Mobile,57311,"0.018","0.018",1
Colombia,Comcel Mobile,57312,"0.018","0.018",1
Colombia,Comcel Mobile,57313,"0.018","0.018",1
Colombia,Comcel Mobile,57314,"0.018","0.018",1
Colombia,Comcel Mobile,57321,"0.018","0.018",1
Colombia,Comcel Mobile,57322,"0.018","0.018",1
Colombia,Movistar Mobile,57315,"0.024","0.024",1
Colombia,Movistar Mobile,57316,"0.024","0.024",1
Colombia,Movistar Mobile,57317,"0.024","0.024",1
Colombia,Movistar Mobile,57318,"0.024","0.024",1
Colombia,Movistar Mobile,57319,"0.024","0.024",1
Colombia,Tigo Mobile,57300,"0.024","0.024",1
Comoros,Special Services,2698,1200,1200,1
Comoros,Special Services,269900,1200,1200,1
Comoros,Mobile,2693,"0.416","0.416",1
Comoros,Mobile,2693905,"0.515","0.515",1
Comoros,Mobile,269390,"0.515","0.515",1
Comoros,Mobile,269391,"0.515","0.515",1
Comoros,Mobile,269910,"0.515","0.515",1
Comoros,Landline,269,"0.343","0.343",1
Congo,Landline,242,"0.458","0.458",1
Congo,MTN Mobile,24206,"0.426","0.426",1
Congo,Airtel Mobile,24205,"0.526","0.526",1
Congo,Warid Mobile,24204,"0.496","0.496",1
Congo,Mobile,24201,"0.515","0.515",1
Cook Islands,Landline,682,"0.738","0.738",1
Cook Islands,Mobile,6825,"0.772","0.772",1
Cook Islands,Mobile,6827,"0.772","0.772",1
Cook Islands,Mobile,6828,"0.772","0.772",1
Costa Rica,Movistar Mobile,5066,"0.102","0.102",1
Costa Rica,Telefonica Landline,5064,"0.034","0.034",1
Costa Rica,Landline,506,"0.036","0.036",1
Costa Rica,Mobile,5063,"0.056","0.056",1
Costa Rica,Mobile,5065,"0.077","0.077",1
Costa Rica,Ice Mobile,5068,"0.081","0.081",1
Costa Rica,Claro Mobile,5067,"0.082","0.082",1
Cote DIvoire,Moov Mobile,22501,"0.396","0.396",1
Cote DIvoire,MTN Landline,225300,"0.361","0.361",1
Cote DIvoire,MTN Landline,225310,"0.361","0.361",1
Cote DIvoire,MTN Landline,225320,"0.361","0.361",1
Cote DIvoire,MTN Landline,225330,"0.361","0.361",1
Cote DIvoire,MTN Landline,225340,"0.361","0.361",1
Cote DIvoire,MTN Landline,225350,"0.361","0.361",1
Cote DIvoire,MTN Landline,225360,"0.361","0.361",1
Cote DIvoire,Mobile,22569,"0.291","0.291",1
Cote DIvoire,Comium Mobile,22565,"0.321","0.321",1
Cote DIvoire,Comium Mobile,22566,"0.321","0.321",1
Cote DIvoire,Comium Mobile,22567,"0.321","0.321",1
Cote DIvoire,Moov Mobile,22502,"0.396","0.396",1
Cote DIvoire,Moov Mobile,22503,"0.396","0.396",1
Cote DIvoire,Moov Mobile,22540,"0.396","0.396",1
Cote DIvoire,Moov Mobile,22541,"0.396","0.396",1
Cote DIvoire,Moov Mobile,22542,"0.396","0.396",1
Cote DIvoire,Moov Mobile,22543,"0.396","0.396",1
Cote DIvoire,MTN Mobile,22504,"0.405","0.405",1
Cote DIvoire,MTN Mobile,22505,"0.405","0.405",1
Cote DIvoire,MTN Mobile,22506,"0.405","0.405",1
Cote DIvoire,MTN Mobile,22544,"0.405","0.405",1
Cote DIvoire,MTN Mobile,22545,"0.405","0.405",1
Cote DIvoire,MTN Mobile,22546,"0.405","0.405",1
Cote DIvoire,MTN Mobile,22554,"0.405","0.405",1
Cote DIvoire,MTN Mobile,22555,"0.405","0.405",1
Cote DIvoire,MTN Mobile,22556,"0.405","0.405",1
Cote DIvoire,MTN Mobile,22575,"0.405","0.405",1
Cote DIvoire,Orange Mobile,22507,"0.435","0.435",1
Cote DIvoire,Orange Mobile,22508,"0.435","0.435",1
Cote DIvoire,Orange Mobile,22509,"0.435","0.435",1
Cote DIvoire,Orange Mobile,22547,"0.435","0.435",1
Cote DIvoire,Orange Mobile,22548,"0.435","0.435",1
Cote DIvoire,Orange Mobile,22549,"0.435","0.435",1
Cote DIvoire,Orange Mobile,22557,"0.435","0.435",1
Cote DIvoire,Orange Mobile,22558,"0.435","0.435",1
Cote DIvoire,Orange Mobile,22559,"0.435","0.435",1
Cote DIvoire,Orange Mobile,22577,"0.435","0.435",1
Cote DIvoire,Orange Mobile,22578,"0.435","0.435",1
Cote DIvoire,Orange Mobile,22579,"0.435","0.435",1
Cote DIvoire,Orange Mobile,22560,"0.279","0.279",1
Cote DIvoire,Orange Mobile,22561,"0.279","0.279",1
Cote DIvoire,Special Services,2256810,"0.364","0.364",1
Cote DIvoire,Special Services,2256988,"0.364","0.364",1
Cote DIvoire,Special Services,2256989,"0.364","0.364",1
Cote DIvoire,Special Services,2252170,"0.95","0.95",1
Cote DIvoire,Special Services,2252179,"0.95","0.95",1
Cote DIvoire,Special Services,22590409,"0.95","0.95",1
Cote DIvoire,Landline,225,"0.468","0.468",1
Cote DIvoire,MTN Landline,225200,"0.361","0.361",1
Cote DIvoire,MTN Landline,225210,"0.361","0.361",1
Cote DIvoire,MTN Landline,225220,"0.361","0.361",1
Cote DIvoire,MTN Landline,225230,"0.361","0.361",1
Cote DIvoire,MTN Landline,225240,"0.361","0.361",1
Croatia,Landline,385,"0.101","0.101",1
Croatia,Vipnet Mobile,38592,"0.372","0.372",1
Croatia,Vipnet Mobile,38591,"0.372","0.372",1
Croatia,T-Mobile,38599,"0.372","0.372",1
Croatia,T-Mobile,38598,"0.372","0.372",1
Croatia,T-Mobile,38597,"0.372","0.372",1
Croatia,Mobile,38595,"0.372","0.372",1
Croatia,Mobile,385901,"0.372","0.372",1
Cuba,Mobile,53775,"0.725","0.725",1
Cuba,Landline,53,"0.725","0.725",1
Cuba,Guantanamo Bay,5399,"0.736","0.736",1
Cuba,Mobile,535,"0.725","0.725",1
Cuba,Mobile,537264,"0.725","0.725",1
Curacao,Mobile,59995,"0.162","0.162",1
Curacao,Mobile,59996,"0.162","0.162",1
Curacao,Digicel Mobile,59970,"0.161","0.161",1
Curacao,Digicel Mobile,59978,"0.161","0.161",1
Curacao,Landline,599,"0.139","0.139",1
Curacao,Mobile,59931,"0.162","0.162",1
Curacao,Mobile,59941,"0.162","0.162",1
Curacao,Mobile,5995,"0.162","0.162",1
Curacao,Mobile,59977,"0.162","0.162",1
Curacao,Mobile,59979,"0.162","0.162",1
Cyprus,Special Services,357900,"0.427","0.427",1
Cyprus,Primetel Mobile,35795,"0.052","0.052",1
Cyprus,Mobile,3571239,"0.02","0.02",1
Cyprus,Vodafone Mobile,35797,"0.034","0.034",1
Cyprus,Vodafone Mobile,35799,"0.034","0.034",1
Cyprus,MTN Mobile,357121,"0.022","0.022",1
Cyprus,MTN Mobile,357942,"0.034","0.034",1
Cyprus,MTN Mobile,35796,"0.034","0.034",1
Cyprus,Personal Numbering,357700,"0.123","0.123",1
Cyprus,Personal Numbering,35777,"0.123","0.123",1
Cyprus,Special Services,357800,"0.022","0.022",1
Cyprus,Landline,357,"0.012","0.012",1
Cyprus,Mobile,357122,"0.034","0.034",1
Cyprus,Lemontel Mobile,35794,"0.052","0.052",1
Czech Republic,Special Services,420848,1200,1200,1
Czech Republic,Special Services,420847,1200,1200,1
Czech Republic,Special Services,420842,1200,1200,1
Czech Republic,Special Services,420841,1200,1200,1
Czech Republic,Special Services,420840,1200,1200,1
Czech Republic,Mobile,4206,"0.094","0.094",1
Czech Republic,Mobile,4209,"0.094","0.094",1
Czech Republic,Mobile,4207,"0.094","0.094",1
Czech Republic,Landline,420,"0.028","0.028",1
Czech Republic,Special Services,420849,1200,1200,1
Democratic Republic Of Congo,Vodacom Mobile,24381,"0.329","0.329",1
Democratic Republic Of Congo,Landline,243,"0.407","0.407",1
Democratic Republic Of Congo,Mobile,24373,"0.407","0.407",1
Democratic Republic Of Congo,Mobile,24378,"0.407","0.407",1
Democratic Republic Of Congo,Mobile,24392,"0.407","0.407",1
Democratic Republic Of Congo,Mobile,24393,"0.407","0.407",1
Democratic Republic Of Congo,Mobile,24394,"0.407","0.407",1
Democratic Republic Of Congo,Mobile,24395,"0.407","0.407",1
Democratic Republic Of Congo,Mobile,24396,"0.407","0.407",1
Democratic Republic Of Congo,Africell Mobile,24390,"0.393","0.393",1
Democratic Republic Of Congo,Africell Mobile,24391,"0.393","0.393",1
Democratic Republic Of Congo,Airtel Mobile,24397,"0.452","0.452",1
Democratic Republic Of Congo,Airtel Mobile,24398,"0.452","0.452",1
Democratic Republic Of Congo,Airtel Mobile,24399,"0.452","0.452",1
Democratic Republic Of Congo,China Telecom Mobile,24384,"0.343","0.343",1
Democratic Republic Of Congo,China Telecom Mobile,24385,"0.343","0.343",1
Democratic Republic Of Congo,Tatem Mobile,24387,"0.462","0.462",1
Democratic Republic Of Congo,Tigo Mobile,24380,"0.322","0.322",1
Democratic Republic Of Congo,Tigo Mobile,24389,"0.322","0.322",1
Democratic Republic Of Congo,Vodacom Mobile,24382,"0.329","0.329",1
Democratic Republic Of Congo,Special Services,2438200,"0.948","0.948",1
Democratic Republic Of Congo,Special Services,24386,"0.948","0.948",1
Democratic Republic Of Congo,Special Services,243123,"0.764","0.764",1
Democratic Republic Of Congo,Special Services,243124,"0.764","0.764",1
Democratic Republic Of Congo,Special Services,243127,"0.764","0.764",1
Democratic Republic Of Congo,Special Services,243133,"0.764","0.764",1
Democratic Republic Of Congo,Special Services,243141,"0.764","0.764",1
Democratic Republic Of Congo,Special Services,24342,"0.764","0.764",1
Democratic Republic Of Congo,Special Services,24343,"0.764","0.764",1
Democratic Republic Of Congo,Special Services,243770,"0.962","0.962",1
Denmark,Mobile,4581,"0.026","0.026",1
Denmark,Mobile,4531,"0.026","0.026",1
Denmark,Mobile,4532,"0.026","0.026",1
Denmark,Mobile,4540,"0.026","0.026",1
Denmark,Mobile,4542,"0.026","0.026",1
Denmark,Mobile,4550,"0.026","0.026",1
Denmark,Mobile,4552,"0.026","0.026",1
Denmark,Mobile,4553,"0.026","0.026",1
Denmark,Mobile,4560,"0.026","0.026",1
Denmark,Mobile,4569,"0.026","0.026",1
Denmark,Mobile,4571,"0.026","0.026",1
Denmark,Mobile,4591,"0.026","0.026",1
Denmark,Mobile,4592,"0.026","0.026",1
Denmark,Mobile,4593,"0.026","0.026",1
Denmark,TDC Mobile,4529,"0.026","0.026",1
Denmark,TDC Mobile,4530,"0.026","0.026",1
Denmark,TDC Mobile,4551,"0.026","0.026",1
Denmark,TDC Mobile,4561,"0.026","0.026",1
Denmark,Telenor Mobile,4541,"0.026","0.026",1
Denmark,Telia Mobile,4578,"0.026","0.026",1
Denmark,Special Services,45802,"0.022","0.022",1
Denmark,Special Services,45803,"0.022","0.022",1
Denmark,Special Services,45804,"0.022","0.022",1
Denmark,Special Services,45805,"0.022","0.022",1
Denmark,Special Services,45806,"0.022","0.022",1
Denmark,Special Services,45807,"0.022","0.022",1
Denmark,Special Services,45808,"0.022","0.022",1
Denmark,Special Services,45809,"0.022","0.022",1
Denmark,Landline,45,"0.014","0.014",1
Denmark,Mobile,452,"0.026","0.026",1
Diego Garcia Island,Mobile,24638,1289,1289,1
Diego Garcia Island,Landline,246,1289,1289,1
Djibouti,Landline,253,"0.381","0.381",1
Djibouti,Mobile,2537,"0.378","0.378",1
Dominica,Special Services,17675033,1200,1200,1
Dominica,Special Services,17675034,1200,1200,1
Dominica,Landline,1767,"0.254","0.254",1
Dominica,Mobile,17672,"0.299","0.299",1
Dominica,Mobile,17673,"0.29","0.29",1
Dominica,Mobile,17674,"0.29","0.29",1
Dominica,Mobile,17675,"0.29","0.29",1
Dominica,Special Services,1767441,1200,1200,1
Dominica,Mobile,17676,"0.29","0.29",1
Dominica,Special Services,17675030,1200,1200,1
Dominica,Special Services,17675031,1200,1200,1
Dominica,Special Services,17675032,1200,1200,1
Dominican Republic,Mobile,18093,"0.068","0.068",1
Dominican Republic,Mobile,18094,"0.068","0.068",1
Dominican Republic,Mobile,18095,"0.068","0.068",1
Dominican Republic,Mobile,18096,"0.068","0.068",1
Dominican Republic,Mobile,18097,"0.068","0.068",1
Dominican Republic,Mobile,18098,"0.068","0.068",1
Dominican Republic,Landline,1809,"0.034","0.034",1
Dominican Republic,Landline,1829,"0.034","0.034",1
Dominican Republic,Landline,1849,"0.034","0.034",1
Dominican Republic,Mobile,18092,"0.068","0.068",1
Dominican Republic,Mobile,18099,"0.068","0.068",1
East Timor,Landline,670,"0.512","0.512",1
East Timor,Mobile,6707,"0.563","0.563",1
East Timor,Telkomcel Mobile,67073,"0.561","0.561",1
East Timor,Telkomcel Mobile,67074,"0.561","0.561",1
Ecuador,Etapa,59377,"0.154","0.154",1
Ecuador,Mobile,5939,"0.26","0.26",1
Ecuador,Landline,593,"0.155","0.155",1
Ecuador,Etapa,59327,"0.154","0.154",1
Ecuador,Etapa,59337,"0.154","0.154",1
Ecuador,Etapa,59347,"0.154","0.154",1
Ecuador,Etapa,59357,"0.154","0.154",1
Ecuador,Etapa,59367,"0.154","0.154",1
Egypt,Mobile,2016,"0.098","0.098",1
Egypt,Mobinil Mobile,2012,"0.138","0.138",1
Egypt,Landline,20,"0.11","0.11",1
Egypt,Mobile,2010,"0.123","0.123",1
Egypt,Etilasat Mobile,2011,"0.16","0.16",1
El Salvador,Digicel Mobile,503741,"0.182","0.182",1
El Salvador,Digicel Mobile,503746,"0.182","0.182",1
El Salvador,Digicel Mobile,503769,"0.182","0.182",1
El Salvador,Digicel Mobile,503776,"0.182","0.182",1
El Salvador,Digicel Mobile,503777,"0.182","0.182",1
El Salvador,Digicel Mobile,5037801,"0.182","0.182",1
El Salvador,Digicel Mobile,5037802,"0.182","0.182",1
El Salvador,Digicel Mobile,503797,"0.182","0.182",1
El Salvador,Landline,503,"0.204","0.204",1
El Salvador,Mobile,5037,"0.236","0.236",1
El Salvador,Tigo Mobile,50379,"0.236","0.236",1
El Salvador,Tigo Mobile,50377,"0.236","0.236",1
El Salvador,Tigo Mobile,50376,"0.236","0.236",1
El Salvador,Tigo Mobile,50375,"0.236","0.236",1
El Salvador,Tigo Mobile,50374,"0.236","0.236",1
El Salvador,Tigo Mobile,50372,"0.236","0.236",1
El Salvador,Tigo Mobile,50360,"0.236","0.236",1
El Salvador,Claro Mobile,50363,"0.236","0.236",1
El Salvador,Claro Mobile,50370,"0.236","0.236",1
El Salvador,Claro Mobile,503760,"0.236","0.236",1
El Salvador,Claro Mobile,503761,"0.236","0.236",1
El Salvador,Claro Mobile,503762,"0.236","0.236",1
El Salvador,Claro Mobile,503763,"0.236","0.236",1
El Salvador,Claro Mobile,503764,"0.236","0.236",1
El Salvador,Claro Mobile,503765,"0.236","0.236",1
El Salvador,Claro Mobile,503766,"0.236","0.236",1
El Salvador,Claro Mobile,50378,"0.236","0.236",1
El Salvador,Claro Mobile,503795,"0.236","0.236",1
El Salvador,Claro Mobile,503796,"0.236","0.236",1
El Salvador,Claro Mobile,503798,"0.236","0.236",1
El Salvador,Digicel Mobile,503620,"0.182","0.182",1
El Salvador,Digicel Mobile,503707,"0.236","0.236",1
El Salvador,Digicel Mobile,50373,"0.182","0.182",1
El Salvador,Digicel Mobile,503740,"0.182","0.182",1
El Salvador,Digicel Mobile,503742,"0.182","0.182",1
El Salvador,Digicel Mobile,503743,"0.182","0.182",1
El Salvador,Digicel Mobile,503744,"0.182","0.182",1
Equatorial Guinea,Mobile,24066,"0.497","0.497",1
Equatorial Guinea,Green Mobile,24055,"0.517","0.517",1
Equatorial Guinea,Landline,240,"0.463","0.463",1
Equatorial Guinea,Green Mobile,24035,"0.487","0.487",1
Equatorial Guinea,Orange Mobile,240222,"0.497","0.497",1
Eritrea,Landline,291,"0.294","0.294",1
Eritrea,Mobile,2917,"0.291","0.291",1
Estonia,Special Services,3725999569,"0.326","0.326",1
Estonia,Landline,372,"0.026","0.026",1
Estonia,Mobile,3725,"0.224","0.224",1
Estonia,Mobile,37281,"0.222","0.222",1
Estonia,Mobile,37282,"0.222","0.222",1
Estonia,EMT Mobile,37250,"0.04","0.04",1
Estonia,EMT Mobile,37251,"0.04","0.04",1
Estonia,EMT Mobile,37252,"0.04","0.04",1
Estonia,EMT Mobile,37253,"0.04","0.04",1
Estonia,EMT Mobile,37257,"0.04","0.04",1
Estonia,EMT Mobile,37259,"0.04","0.04",1
Estonia,Tele2 Mobile,37255,"0.04","0.04",1
Estonia,Tele2 Mobile,372580,"0.04","0.04",1
Estonia,Tele2 Mobile,372581,"0.04","0.04",1
Estonia,Tele2 Mobile,372582,"0.04","0.04",1
Estonia,Tele2 Mobile,372583,"0.04","0.04",1
Estonia,Tele2 Mobile,372584,"0.04","0.04",1
Estonia,Tele2 Mobile,372820,"0.319","0.319",1
Estonia,Tele2 Mobile,372821,"0.319","0.319",1
Estonia,Tele2 Mobile,372830,"0.319","0.319",1
Estonia,Tele2 Mobile,372831,"0.319","0.319",1
Estonia,Special Services,37240,"0.782","0.782",1
Estonia,Special Services,37270,"0.782","0.782",1
Estonia,Special Services,3729008,1200,1200,1
Estonia,Special Services,3725411193,"0.342","0.342",1
Estonia,Special Services,3725411194,"0.342","0.342",1
Estonia,Special Services,37254135,"0.326","0.326",1
Estonia,Special Services,37257466,"0.326","0.326",1
Estonia,Special Services,37257469,"0.326","0.326",1
Estonia,Special Services,37258456,"0.326","0.326",1
Estonia,Special Services,37258620,"0.326","0.326",1
Estonia,Special Services,37258820,"0.326","0.326",1
Estonia,Special Services,37258990,"0.326","0.326",1
Estonia,Special Services,37258991,"0.326","0.326",1
Estonia,Special Services,37258992,"0.326","0.326",1
Estonia,Special Services,37259121,"0.326","0.326",1
Estonia,Special Services,37259441982,"0.326","0.326",1
Estonia,Special Services,37259441983,"0.326","0.326",1
